signals_category_id;name;slug;handling_message
53;Fyrværkeri gener;vuurwerkoverlast;"Vi giver dig besked om, hvad vi har lavet inden for 3 hverdage. Ellers vil du få at vide, hvornår vi kan svare på din anmeldelse.
Vi holder dig orienteret via e-mail."
143;Vandveje;watergangen;Vi vurderer din rapport. Vi reagerer på hastemeldinger så hurtigt som muligt. Vi behandler andre rapporter inden for en uge. Vi holder dig orienteret via e-mail.
79;Veje, trafik, gademøbler;wegen-verkeer-straatmeubilair;Vi gennemgår din anmeldelse og sikrer, at den rigtige del af kommunen håndterer den. Har du efterladt kontaktoplysninger? Vi kontakter dig herefter, hvis der er usikkerhed.
77;Slæb væk;wegsleep;"Vi vil fortælle dig, hvad vi har gjort inden for 3 uger. Ellers vil du få at vide, hvornår vi kan svare på din anmeldelse.
Vi holder dig orienteret via e-mail."
50;Hvepse;wespen;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
60;Vandladning / afføring / opkastning offentligt;wildplassen-poepen-overgeven;"Vi giver dig besked om, hvad vi har lavet inden for 3 hverdage. Ellers vil du få at vide, hvornår vi kan svare på din anmeldelse.
Vi holder dig orienteret via e-mail."
106;Levende;wonen;Vi gennemgår din anmeldelse og sikrer, at den rigtige del af kommunen håndterer den. Har du efterladt kontaktoplysninger? Vi kontakter dig herefter, hvis der er usikkerhed.
129;Hjemdeling / spøgelsesborgere;woningdelen-spookburgers;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
125;Boligkvalitet;woningkwaliteit;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
123;Boligsvindel;fraude;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
72;Vragdele i vandet;overlast-op-het-water-gezonken-boot;"Vi videregiver din rapport til vores håndhævere. De vurderer, om det er nødvendigt at gribe ind med det samme. For eksempel fordi der lækker olie, eller fordi situationen udgør en fare for andre både.

Hvis der ikke er behov for øjeblikkelig handling, vil vi reagere på din rapport uden for sejlsæsonen (september - marts).

Se i hvilke situationer vi fjerner et vrag. Vi må for eksempel ikke fjerne både, der er fyldt med vand, men stadig flyder."
151;Plantning;beplanting;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
152;Japansk pileurt;japanse-duizendknoop;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
153;Træ - sygdomme og skadedyr;boomziekten-en-plagen;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
154;Træ - anmod om inspektion;boom-verzoek-inspectie;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
155;Træ - stormskader;boom-stormschade;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
156;Markeder;markten;Vi vurderer din rapport. Vi reagerer på hastemeldinger så hurtigt som muligt. Vi behandler andre indberetninger inden for tre dage. Hvis du har angivet en e-mailadresse, vil vi holde dig orienteret.
130;Træ - træstub;boom-boomstob;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
157;Andet levende;wonen-overig;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret. Det gør vi via e-mail.
158;Rotter – i og omkring et hjem;ratten-in-en-rond-woning;Vi giver dig besked inden for 5 arbejdsdage, hvad vi vil gøre med din rapport. Vi vil også informere dig, hvornår vi gør det. Det gør vi via e-mail, hvis du har oplyst en e-mailadresse.
159;Brune og hårde hvidevarer;bruin-en-witgoed;Vi behandler din anmeldelse inden for tre hverdage. Hvis du har angivet en e-mailadresse, vil vi holde dig orienteret.
160;Eg processionslarve;eikenprocessierups;Din rapport vil blive vurderet og planlagt, hvis det er nødvendigt: Vi giver dig besked inden for to uger, hvordan og hvornår din anmeldelse vil blive håndteret. Hvis du har angivet en e-mailadresse, vil vi holde dig orienteret.
161;juletræer;kerstbomen;Vi har videresendt din rapport til implementering. Vi behandler normalt din anmeldelse inden for 3 hverdage. På grund af corona er vores sygefravær desværre højere end normalt. Vi vil gøre vores yderste for at behandle din anmeldelse så hurtigt som muligt. Vi tager naturligvis hensyn til hasterapporter.
162;Vedligeholdelse af cykelsti;onderhoud-fietspad;Vi behandler din anmeldelse inden for en uge. Hvis du har angivet en e-mailadresse, vil vi holde dig orienteret.
163;Brønd/kloak ødelagt;put-riool-kapot;Din rapport vil blive planlagt: vi giver dig besked inden for 5 arbejdsdage, hvordan og hvornår din rapport vil blive håndteret.  Hvis du har angivet en e-mailadresse, vil vi holde dig orienteret.
164;Yderligere beholderplacering;container-bijplaatsing;Vi begynder at arbejde på din rapport. Hvis det haster, griber vi straks ind. Du hører hvad vi har lavet indenfor 3 hverdage.
165;Den rullende beholder er i stykker;rolcontainer-is-kapot;Vi begynder at arbejde på din rapport. Hvis det haster, griber vi straks ind. Du vil høre, hvad vi har lavet inden for 10 hverdage.
166;Den rullende container er fuld;rolcontainer-is-vol;Vi begynder at arbejde på din rapport. Hvis det haster, griber vi straks ind. Du hører hvad vi har lavet indenfor 3 hverdage.
167;Aggressive hunde løber løs;loslopende-agressieve-honden;Vi begynder at arbejde på din rapport. Hvis det haster, griber vi straks ind. Du hører hvad vi har lavet indenfor 3 hverdage.
168;Boligomlægning;wonen-ondermijning;Du hører inden for 10 arbejdsdage, hvad vi vil gøre med din indberetning. Og du vil høre, hvor lang tid det vil tage.
